TT	PID	AT	CT	IO_D	WT	RT	TRT
14358	1843	14330	27	0	1	0	28
14358	1841	14321	36	0	1	0	37
14360	676	2014	98	0	12248	65	12346
14375	1835	14303	71	0	1	0	72
14375	1834	14297	77	0	1	0	78
14416	1495	10587	19	0	3810	3807	3829
14446	1845	14342	103	0	1	0	104
14446	1844	14333	112	0	1	0	113
14597	1856	14461	135	0	1	0	136
14597	1855	14458	138	0	1	79	139
14610	1755	13575	173	0	862	58	1035
14693	1535	10946	172	0	3575	1901	3747
14719	1880	14672	46	0	1	0	47
14719	1879	14669	49	0	1	0	50
14749	1867	14575	173	0	1	0	174
14749	1866	14574	174	0	1	0	175
14764	1072	6278	36	0	8450	1799	8486
14804	1896	14794	9	0	1	0	10
14804	1895	14792	11	0	1	0	12
14920	1899	14841	78	0	1	0	79
14929	1379	9337	11	0	5581	811	5592
14939	808	3351	74	0	11514	1342	11588
14952	1634	12120	181	0	2651	828	2832
14968	1911	14925	42	0	1	0	43
14968	1908	14905	62	0	1	0	63
15013	1324	8886	47	0	6080	149	6127
15034	1805	13987	79	0	968	984	1047
15057	968	5101	51	0	9905	610	9956
15096	997	5413	7	0	9676	467	9683
15114	1069	6249	31	0	8834	456	8865
15164	1354	9130	191	0	5843	275	6034
15276	686	2101	176	0	12999	243	13175
15354	1370	9236	14	0	6104	87	6118
15354	672	1837	58	0	13459	608	13517
15368	597	1053	207	0	14108	257	14315
15406	1156	7188	21	0	8197	876	8218
15406	803	3276	39	0	12091	1897	12130
15426	776	3046	176	0	12204	828	12380
15476	1015	5565	50	0	9861	1328	9911
15476	858	3975	53	0	11448	438	11501
15477	1792	13896	78	0	1503	85	1581
15554	1968	15468	85	0	1	0	86
15571	1343	9057	69	0	6445	93	6514
15585	878	4275	209	0	11101	870	11310
15706	1794	13906	187	0	1613	0	1800
15717	1994	15626	78	0	13	0	91
15717	1993	15624	80	0	13	0	93
15733	828	3543	32	0	12158	864	12190
15739	1337	8982	78	0	6679	1662	6757
15787	1055	6042	180	0	9565	77	9745
15858	2011	15780	71	0	7	0	78
15858	2009	15766	79	0	13	82	92
15870	1384	9379	41	0	6450	83	6491
15999	1885	14729	79	0	1191	202	1270
16034	980	5233	50	0	10751	533	10801
16068	2039	16064	3	0	1	0	4
16068	2038	16055	12	0	1	0	13
16075	1987	15598	13	0	464	442	477
16150	2043	16101	48	0	1	0	49
16150	2042	16096	53	0	1	0	54
16233	1780	13784	176	0	2273	171	2449
16233	1625	12051	179	0	4003	399	4182
16308	2053	16272	35	0	1	0	36
16308	2051	16241	66	0	1	0	67
16359	1435	9933	11	0	6415	403	6426
16390	2061	16341	42	0	7	0	49
16390	2060	16340	43	0	7	0	50
16402	1622	12028	13	0	4361	609	4374
16415	1781	13792	174	0	2449	209	2623
16455	1803	13977	101	0	2377	507	2478
16545	1247	8169	119	0	8257	89	8376
16733	663	1670	62	0	15001	1431	15063
16792	1872	14633	77	0	2082	159	2159
16891	1113	6666	131	0	10094	540	10225
17142	1164	7271	93	0	9778	312	9871
17142	713	2369	98	0	14675	467	14773
17146	1367	9208	18	0	7920	1391	7938
17212	2111	17202	3	0	7	0	10
17212	2110	17196	9	0	7	0	16
17334	2094	16990	171	0	173	0	344
17334	1749	13449	181	0	3704	518	3885
29350	500	1726	210	25	27414	32	27624
17361	2114	17224	136	0	1	0	137
17372	1773	13702	150	0	3520	1575	3670
17372	1582	11589	155	0	5628	1236	5783
17403	1833	14294	148	0	2961	505	3109
17403	1699	13003	153	0	4247	361	4400
17447	2134	17377	69	0	1	0	70
17499	2137	17427	71	0	1	0	72
17528	2146	17514	13	0	1	0	14
17528	2144	17490	37	0	1	0	38
17540	1652	12424	140	0	4976	205	5116
17549	1115	6684	108	0	10757	392	10865
17550	1928	15101	170	0	2279	417	2449
17650	1345	9065	121	0	8464	2494	8585
17656	1315	8763	84	0	8809	237	8893
17717	789	3147	112	0	14458	413	14570
17746	2163	17674	71	0	1	0	72
17746	2165	17675	70	0	1	0	71
17757	2169	17736	20	0	1	0	21
17757	2167	17726	30	0	1	0	31
17771	728	2458	146	0	15167	913	15313
17819	678	2021	85	0	15713	52	15798
17882	2085	16783	46	0	1053	0	1099
17888	2178	17853	34	0	1	0	35
17888	2177	17852	35	0	1	0	36
17948	2189	17945	2	0	1	0	3
17963	1914	14967	42	0	2954	593	2996
17963	1527	10843	54	0	7066	567	7120
17997	2191	17978	18	0	1	0	19
18105	2204	18093	11	0	1	0	12
18105	2203	18089	15	0	1	0	16
18140	2173	17778	173	0	189	0	362
18140	2153	17563	174	0	403	258	577
18142	1764	13662	104	0	4376	48	4480
18142	1731	13281	105	0	4756	399	4861
18193	615	1289	57	0	16847	1309	16904
18223	1921	15060	39	0	3124	486	3163
18270	1735	13299	108	0	4863	308	4971
18270	781	3099	148	0	15023	104	15171
18281	1114	6668	58	0	11555	570	11613
18296	656	1584	112	0	16600	653	16712
18347	733	2498	94	0	15755	231	15849
18404	690	2111	168	0	16125	772	16293
18436	1043	5896	37	0	12503	416	12540
18469	2246	18428	40	0	1	0	41
18469	2245	18426	42	0	1	0	43
18471	2248	18434	36	0	1	0	37
18471	2247	18432	38	0	1	0	39
18473	1100	6532	173	0	11768	114	11941
18508	1593	11680	47	0	6781	962	6828
18516	1169	7325	65	0	11126	336	11191
18526	1529	10889	226	0	7411	40	7637
18561	619	1302	86	0	17173	331	17259
18648	2067	16448	110	0	2090	575	2200
18675	1875	14643	152	0	3880	949	4032
18697	2261	18556	128	0	13	0	141
18725	1146	7065	164	0	11496	123	11660
18725	639	1408	182	0	17135	39	17317
18822	2270	18760	55	0	7	0	62
18896	958	5020	152	0	13724	3284	13876
18926	1132	6921	123	0	11882	72	12005
18926	693	2129	146	0	16651	1060	16797
18999	987	5311	153	0	13535	1652	13688
19017	1332	8951	86	0	9980	211	10066
19033	2282	18908	112	0	13	0	125
19035	1261	8294	102	0	10639	420	10741
19044	2290	19023	20	0	1	0	21
19051	921	4564	190	0	14297	442	14487
19055	651	1554	147	0	17354	747	17501
19068	2273	18865	38	0	165	0	203
29350	500	1726	210	25	27414	32	27624
19126	2291	19026	99	0	1	96	100
19126	2289	19020	105	0	1	0	106
19193	1965	15451	155	0	3587	434	3742
19203	1499	10633	38	0	8532	776	8570
19203	1266	8380	45	0	10778	134	10823
19204	917	4538	34	0	14632	1680	14666
19233	1698	12960	26	0	6247	822	6273
19363	2236	18356	39	0	968	599	1007
19399	1580	11578	176	0	7645	2019	7821
19477	2109	17182	98	0	2197	124	2295
19526	2325	19416	109	0	1	0	110
19526	2324	19406	119	0	1	0	120
19532	1653	12430	80	0	7022	642	7102
19535	2293	19081	4	0	450	75	454
19535	1219	7806	30	0	11699	836	11729
19603	2049	16220	86	0	3297	294	3383
19641	2355	19632	8	0	1	0	9
19641	2354	19627	13	0	1	0	14
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
19732	2351	19621	98	0	13	0	111
19732	2349	19606	107	0	19	0	126
19739	829	3549	160	0	16030	684	16190
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
19766	2364	19689	70	0	7	0	77
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
19783	1587	11621	39	0	8123	764	8162
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
19802	2369	19795	6	0	1	0	7
19802	2368	19794	7	0	1	0	8
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
19859	1714	13138	55	0	6666	865	6721
19859	1694	12907	56	0	6896	682	6952
19864	2383	19861	2	0	1	0	3
19864	2380	19854	9	0	1	0	10
19869	2336	19532	76	0	261	232	337
19869	2186	17934	89	0	1846	651	1935
19947	1340	9024	143	0	10780	216	10923
19948	1159	7223	40	0	12685	3043	12725
20010	2311	19230	100	0	680	106	780
20059	820	3467	66	0	16526	154	16592
20115	2025	15957	156	0	4002	186	4158
20118	1154	7155	36	0	12927	63	12963
20118	942	4866	46	0	15206	134	15252
20124	2332	19513	144	0	467	92	611
20137	2026	15974	65	0	4098	285	4163
20137	1103	6538	91	0	13508	265	13599
20170	1619	11998	80	0	8092	115	8172
20170	1284	8534	93	0	11543	254	11636
20171	2400	20072	98	0	1	0	99
20208	1665	12532	130	0	7546	91	7676
20242	2054	16300	122	0	3820	343	3942
20252	2093	16978	26	0	3248	232	3274
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
20384	2135	17388	145	0	2851	606	2996
20384	2098	17023	146	0	3215	1071	3361
29350	500	1726	210	25	27414	32	27624
20386	1602	11744	168	0	8474	822	8642
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
20435	2431	20383	51	0	1	0	52
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
20447	1443	10038	102	0	10307	458	10409
20447	767	2952	117	0	17378	377	17495
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
20470	2141	17474	99	0	2897	1564	2996
20470	2105	17143	101	0	3226	564	3327
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
20488	911	4481	13	0	15994	541	16007
20489	724	2437	123	0	17929	726	18052
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
20521	2066	16409	145	0	3967	92	4112
29350	500	1726	210	25	27414	32	27624
20528	892	4403	85	0	16040	363	16125
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
20552	1607	11856	162	0	8534	812	8696
20552	1302	8696	166	0	11690	878	11856
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
20639	2446	20552	86	0	1	0	87
20639	2445	20549	89	0	1	0	90
20665	1389	9436	161	0	11068	742	11229
20727	1888	14743	23	0	5961	72	5984
20734	1821	14146	107	0	6481	3394	6588
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
20773	1553	11240	156	0	9377	281	9533
20784	732	2492	95	0	18197	45	18292
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
20800	1378	9333	173	0	11294	738	11467
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
20812	2182	17872	29	0	2911	124	2940
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
20849	1523	10825	89	0	9935	732	10024
20849	959	5026	100	0	15723	489	15823
20862	2027	15976	111	0	4775	1108	4886
20871	2222	18238	118	0	2515	166	2633
20871	1201	7546	138	0	13187	494	13325
20874	2466	20737	118	0	19	0	137
20886	981	5250	156	0	15480	503	15636
20886	953	4984	158	0	15744	247	15902
29350	500	1726	210	25	27414	32	27624
20942	2481	20920	21	0	1	0	22
20942	2480	20917	24	0	1	0	25
20955	2062	16342	142	0	4471	273	4613
20955	2014	15802	143	0	5010	79	5153
20964	2449	20582	141	0	241	183	382
20964	1241	8112	141	0	12711	253	12852
20984	2041	16080	4	0	4900	95	4904
21082	1365	9192	157	0	11733	1530	11890
21083	2489	20980	102	0	1	62	103
21083	2486	20959	123	0	1	99	124
21111	2407	20144	84	0	883	498	967
21190	2252	18478	112	0	2600	537	2712
21196	1338	8990	43	0	12163	1421	12206
21216	2475	20827	110	0	279	119	389
21278	2517	21272	5	0	1	0	6
21313	2405	20140	104	0	1069	280	1173
21343	1758	13605	31	0	7707	628	7738
21343	763	2894	63	0	18386	104	18449
21379	1681	12771	86	0	8522	325	8608
29350	500	1726	210	25	27414	32	27624
21460	2344	19585	75	0	1800	45	1875
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
21475	2104	17129	139	0	4207	363	4346
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
21486	2537	21471	14	0	1	0	15
21486	2533	21445	40	0	1	0	41
21487	2534	21447	39	0	1	0	40
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
21595	2547	21568	20	0	7	16	27
21604	2069	16516	142	0	4946	409	5088
21618	2467	20757	128	0	733	0	861
21621	2558	21617	3	0	1	0	4
21621	2556	21612	8	0	1	0	9
21639	1336	8974	133	0	12532	1301	12665
21656	1514	10768	77	0	10811	474	10888
21714	1732	13283	121	0	8310	358	8431
21738	2328	19480	132	0	2126	279	2258
21755	2563	21665	89	0	1	2	90
21755	2562	21652	102	0	1	0	103
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
21835	2580	21828	6	0	1	0	7
21835	2578	21816	18	0	1	0	19
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
21838	2063	16346	115	0	5377	442	5492
21838	1186	7463	154	0	14221	81	14375
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
21856	1565	11368	53	0	10435	2114	10488
21861	2583	21853	7	0	1	0	8
21923	991	5347	138	0	16438	1452	16576
21977	996	5411	108	0	16458	1544	16566
21977	742	2614	127	0	19236	401	19363
22010	2596	22000	9	0	1	0	10
22010	2595	21999	10	0	1	0	11
29350	500	1726	210	25	27414	32	27624
22031	2030	15990	16	0	6025	624	6041
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
22049	2597	22006	42	0	1	0	43
22049	2594	21998	50	0	1	0	51
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
22147	2377	19833	40	0	2274	150	2314
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
22266	2620	22255	10	0	1	0	11
22285	2615	22194	90	0	1	0	91
22285	2613	22175	109	0	1	0	110
22312	2623	22292	19	0	1	0	20
22312	2621	22266	45	0	1	0	46
22403	2429	20374	18	0	2011	1400	2029
22403	1748	13445	57	0	8901	2478	8958
22414	2630	22384	29	0	1	0	30
22414	2628	22380	33	0	1	0	34
22441	1785	13872	101	0	8468	270	8569
22441	1300	8658	114	0	13669	1028	13783
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
22552	2643	22549	2	0	1	0	3
22552	2642	22547	4	0	1	0	5
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
22559	2636	22486	72	0	1	0	73
22559	2634	22475	83	0	1	0	84
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
22610	2078	16737	102	0	5771	23	5873
22661	974	5147	166	0	17348	391	17514
22678	1491	10567	38	0	12073	1454	12111
22679	2080	16763	50	0	5866	1111	5916
22708	1810	14005	117	0	8586	184	8703
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
22715	2518	21305	100	0	1310	309	1410
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
22744	2606	22074	121	0	549	62	670
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
22795	2661	22748	46	0	1	0	47
22795	2660	22739	55	0	1	0	56
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
22821	2488	20968	99	0	1754	391	1853
22831	2665	22827	3	0	1	4	4
22831	2664	22816	14	0	1	0	15
29350	500	1726	210	25	27414	32	27624
22884	2670	22873	10	0	1	0	11
22884	2668	22856	27	0	1	0	28
22903	1206	7625	116	0	15162	36	15278
22903	1030	5745	128	0	17030	527	17158
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
22939	2678	22921	17	0	1	0	18
22939	2675	22906	32	0	1	0	33
29350	500	1726	210	25	27414	32	27624
22972	2655	22691	113	0	168	81	281
23002	2012	15788	153	0	7061	152	7214
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
23034	2132	17376	70	0	5588	1119	5658
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
23062	2075	16642	115	0	6305	375	6420
23062	1744	13366	128	0	9568	106	9696
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
23109	2688	23021	87	0	1	0	88
23109	2685	23017	91	0	1	1	92
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
23257	2696	23178	78	0	1	0	79
23257	2695	23173	83	0	1	0	84
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
23272	2700	23238	33	0	1	0	34
23272	2699	23218	53	0	1	0	54
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
23494	2722	23447	46	0	1	0	47
23494	2721	23446	47	0	1	0	48
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
23643	2726	23544	92	0	7	0	99
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
23730	2451	20608	49	0	3073	454	3122
23742	2740	23717	24	0	1	0	25
23742	2739	23715	26	0	1	0	27
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
23934	2285	18984	25	0	4925	4364	4950
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
24006	1930	15132	145	0	8729	1277	8874
24024	2300	19163	101	0	4760	1062	4861
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
29350	500	1726	210	25	27414	32	27624
