TT	PID	AT	CT	IO_D	WT	RT	TRT
17656	313	1069	104	5	16483	304	16587
17701	2048	16217	111	0	1373	454	1484
17706	583	920	214	0	16572	169	16786
17709	2126	17344	153	0	212	207	365
17717	200	711	117	11	16889	853	17006
17746	2161	17654	91	0	1	1	92
17746	2160	17630	104	0	12	12	116
17757	2166	17702	41	0	14	14	55
17771	295	1002	150	8	16619	725	16769
17813	477	1647	209	20	15957	366	16166
17819	413	1429	87	6	16303	255	16390
17824	307	1044	128	7	16652	631	16780
17826	337	1153	46	17	16627	222	16673
17867	2157	17589	152	0	126	121	278
17875	1913	14959	166	0	2750	508	2916
17882	342	1167	116	7	16599	693	16715
17888	2174	17830	58	0	0	0	58
17909	351	1203	207	15	16499	230	16706
17925	2138	17444	100	0	381	375	481
17948	2185	17922	8	0	18	18	26
17956	339	1158	90	14	16708	1134	16798
17963	335	1145	103	0	16715	298	16818
17967	1891	14773	161	0	3033	368	3194
17997	2187	17940	20	0	37	37	57
18012	2046	16194	140	0	1678	422	1818
18028	1769	13688	166	0	4174	194	4340
18082	2088	16860	123	0	1099	205	1222
18095	269	911	241	7	16943	175	17184
18098	357	1220	59	11	16819	14	16878
18105	2201	18086	18	0	1	1	19
18140	2076	16671	176	0	1293	793	1469
18142	379	1298	160	6	16684	866	16844
18147	300	1017	203	7	16927	78	17130
18153	347	1184	232	7	16737	653	16969
18178	1925	15087	159	0	2932	332	3091
18180	1298	8633	193	0	9354	809	9547
18192	2216	18189	2	0	1	1	3
18193	369	1262	67	9	16864	18	16931
18223	316	1079	114	46	17030	316	17144
18270	370	1265	150	15	16855	180	17005
18281	390	1345	71	5	16865	663	16936
18296	373	1275	113	21	16908	309	17021
18315	836	3596	225	0	14494	290	14719
18315	355	1219	256	29	16840	1	17096
18323	1590	11645	167	0	6511	295	6678
18331	2100	17097	145	0	1089	1084	1234
18347	397	1373	96	6	16878	633	16974
18404	360	1225	169	7	17010	886	17179
18436	392	1355	58	7	17023	197	17081
18469	2239	18380	63	0	26	20	89
18471	2243	18394	49	0	28	28	77
18473	906	4468	188	0	13817	57	14005
18479	1513	10763	155	0	7561	1335	7716
18483	1903	14854	163	0	3466	1988	3629
18508	403	1394	88	9	17026	232	17114
18516	416	1439	80	18	16997	605	17077
18526	282	961	266	0	17299	343	17565
18561	327	1115	87	12	17359	187	17446
18598	343	1171	134	14	17293	196	17427
18639	1331	8950	182	0	9507	68	9689
18646	1823	14155	167	0	4324	95	4491
18648	371	1266	189	11	17193	91	17382
18649	1765	13665	174	0	4810	239	4984
18675	385	1324	207	32	17144	187	17351
18697	2258	18544	137	0	16	4	153
18725	381	1306	183	13	17236	102	17419
18768	2263	18651	87	0	30	24	117
18788	2227	18294	137	0	357	66	494
18809	679	2047	208	0	16554	49	16762
18819	523	285	252	0	18282	197	18534
18822	2266	18713	84	0	25	19	109
18860	377	1293	83	5	17484	1093	17567
18896	938	4794	154	0	13948	83	14102
18903	389	1338	254	10	17311	3	17565
18908	367	1256	131	20	17521	70	17652
18926	359	1221	161	35	17544	27	17705
18936	1926	15091	133	0	3712	97	3845
18952	408	1418	155	25	17379	23	17534
18983	1237	8062	174	0	10747	457	10921
18999	433	1500	167	0	17332	626	17499
19017	421	1454	275	8	17288	7	17563
19033	2279	18901	120	0	12	0	132
19035	1171	7339	104	0	11592	147	11696
19044	2287	19002	21	0	21	21	42
19051	764	2916	192	0	15943	1560	16135
19055	293	996	156	13	17903	146	18059
19068	314	1076	135	17	17857	618	17992
19077	2052	16262	63	0	2752	1116	2815
19082	2234	18332	4	0	746	746	750
19093	1710	13113	162	0	5818	395	5980
19114	332	1131	226	16	17757	186	17983
19126	2288	19015	111	0	0	0	111
19193	1741	13350	158	0	5685	376	5843
19195	1141	6983	198	0	12014	1175	12212
19197	2225	18290	104	0	803	64	907
19203	348	1190	64	0	17949	1396	18013
19204	376	1287	38	39	17879	1041	17917
19222	382	1311	231	18	17680	60	17911
19233	312	1067	223	6	17943	64	18166
19249	1089	6403	199	0	12647	458	12846
19304	364	1247	190	6	17867	3084	18057
19324	394	1361	178	9	17785	690	17963
19335	1256	8247	172	0	10916	1256	11088
19363	405	1399	262	13	17702	643	17964
19384	453	1566	233	14	17585	716	17818
19398	2168	17735	143	0	1520	645	1663
19399	1185	7461	187	0	11751	1451	11938
19477	388	1336	243	14	17898	213	18141
19496	1295	8620	212	0	10664	342	10876
19526	2321	19400	126	0	0	0	126
19532	414	1429	121	8	17982	310	18103
19535	422	1455	44	7	18036	20	18080
19538	420	1450	181	6	17907	2136	18088
19548	1199	7533	184	0	11831	100	12015
19551	1936	15207	149	0	4195	3265	4344
19603	393	1355	121	31	18127	1748	18248
19634	1747	13388	124	0	6122	664	6246
19641	2353	19626	14	0	1	1	15
19699	2059	16338	148	0	3213	757	3361
19700	1787	13882	165	0	5653	376	5818
19732	2347	19597	111	0	24	6	135
19732	418	1447	138	18	18147	3474	18285
19733	452	1562	45	6	18126	610	18171
19739	647	1486	168	0	18085	794	18253
19743	2220	18214	17	0	1512	285	1529
19766	2360	19674	86	0	6	0	92
19783	352	1205	84	0	18494	2309	18578
19802	2366	19789	13	0	0	0	13
19835	2112	17213	146	0	2476	577	2622
19847	1904	14867	153	0	4827	387	4980
19859	287	977	112	14	18770	295	18882
19864	2379	19849	14	0	1	1	15
19869	419	1449	150	17	18270	550	18420
19880	877	4245	181	0	15454	56	15635
19905	434	1502	204	16	18199	541	18403
19941	426	1467	155	50	18319	1706	18474
19947	458	1585	182	24	18180	534	18362
19948	470	1617	67	5	18264	432	18331
19969	1964	15448	147	0	4374	441	4521
19971	1713	13130	152	0	6689	1211	6841
20010	2205	18094	145	0	1771	451	1916
20010	2299	19126	101	0	783	104	884
20011	404	1395	16	23	18600	167	18616
20038	330	1123	269	20	18646	153	18915
20059	441	1529	67	8	18463	1938	18530
20115	1226	7841	180	0	12094	1427	12274
20117	410	1425	125	15	18567	1628	18692
20118	425	1467	51	0	18600	527	18651
20124	1102	6537	188	0	13399	1107	13587
20134	2302	19179	132	0	823	161	955
20137	439	1524	95	15	18518	1821	18613
20143	446	1549	221	14	18373	441	18594
20144	476	1640	267	11	18237	767	18504
20145	495	1702	36	7	18407	1568	18443
20151	399	1378	193	16	18580	144	18773
20170	400	1382	133	16	18655	827	18788
20171	2397	20041	115	0	15	15	130
20208	354	1213	168	20	18827	185	18995
20242	2031	16004	124	0	4114	196	4238
20250	484	1666	96	20	18488	523	18584
20252	483	1664	240	20	18348	789	18588
20253	582	917	217	0	19119	1526	19336
20260	2224	18282	146	0	1832	270	1978
20287	2375	19819	74	0	394	91	468
20293	455	1576	48	19	18669	3347	18717
20384	1416	9751	170	0	10463	338	10633
20386	1140	6962	188	0	13236	558	13424
20394	1420	9783	185	0	10426	525	10611
20404	2213	18156	134	0	2114	1693	2248
20409	411	1426	247	16	18736	1165	18983
20435	2424	20342	57	0	36	36	93
20447	375	1282	121	12	19044	105	19165
20470	401	1385	155	19	18930	237	19085
20488	424	1463	25	9	19000	1336	19025
20489	431	1492	125	9	18872	546	18997
20521	1457	10231	158	0	10132	189	10290
20522	1630	12091	158	0	8273	683	8431
20528	445	1549	100	13	18879	773	18979
20529	489	1685	15	0	18829	227	18844
20552	557	615	198	0	19739	762	19937
20605	391	1350	159	8	19096	95	19255
20639	2443	20536	103	0	0	0	103
20665	967	5092	181	0	15392	264	15573
20665	1061	6119	179	0	14367	980	14546
20683	1978	15515	130	0	5038	105	5168
20700	486	1673	271	7	18756	380	19027
20716	2356	19636	120	0	960	193	1080
20727	491	1694	73	10	18960	162	19033
20734	406	1406	130	9	19198	1115	19328
20753	479	1657	259	18	18837	1029	19096
20773	427	1472	233	18	19068	598	19301
20784	493	1697	100	24	18987	8	19087
20800	412	1426	207	9	19167	685	19374
20811	780	3095	212	0	17504	711	17716
20812	440	1529	66	15	19217	720	19283
20817	2090	16873	162	0	3782	792	3944
20849	395	1367	121	19	19361	754	19482
20862	463	1591	156	19	19115	1363	19271
20871	423	1458	176	27	19237	24	19413
20874	2464	20730	125	0	19	1	144
20879	461	1591	69	0	19219	1210	19288
20886	407	1411	159	7	19316	3573	19475
20918	2089	16871	149	0	3898	136	4047
20942	2478	20897	37	0	8	8	45
20955	1361	9166	179	0	11610	67	11789
20964	1692	12840	155	0	7969	1406	8124
20964	436	1513	150	9	19301	610	19451
20984	1900	14849	7	0	6128	488	6135
21008	2477	20857	87	0	64	64	151
21045	497	1710	134	8	19201	2402	19335
21057	1431	9899	177	0	10981	235	11158
21082	950	4952	182	0	15948	503	16130
21083	2479	20917	126	0	40	40	166
21106	1959	15387	134	0	5585	74	5719
21111	409	1422	161	8	19528	744	19689
21121	2470	20802	71	0	248	51	319
21190	1244	8142	127	0	12921	118	13048
21195	415	1433	295	16	19467	512	19762
21196	473	1628	67	7	19501	417	19568
21197	438	1524	214	6	19459	977	19673
21203	1743	13364	152	0	7687	106	7839
21211	2155	17575	113	0	3523	260	3636
21216	2433	20415	112	0	689	100	801
21278	2516	21269	9	0	0	0	9
21313	1532	10936	132	0	10245	970	10377
21322	448	1554	245	40	19523	189	19768
21330	2128	17346	145	0	3839	829	3984
21331	2484	20946	109	0	276	271	385
21336	1289	8564	196	0	12576	1096	12772
21341	472	1621	214	12	19506	515	19720
21343	469	1615	66	0	19662	49	19728
21379	1429	9861	97	0	11421	384	11518
21417	457	1583	290	27	19544	981	19834
21460	1086	6386	123	0	14951	249	15074
21461	456	1580	237	11	19644	1976	19881
21472	1877	14657	150	0	6665	113	6815
21473	684	2093	205	0	19175	1956	19380
21475	1375	9270	150	0	12055	2976	12205
21486	2532	21438	48	0	0	0	48
21487	2531	21437	49	0	1	1	50
21531	2528	21393	36	0	102	102	138
21592	2316	19318	90	0	2184	483	2274
21595	2543	21538	51	0	6	0	57
21604	1172	7348	160	0	14096	307	14256
21604	2526	21373	73	0	158	158	231
21608	1878	14659	140	0	6809	1752	6949
21618	1927	15092	154	0	6372	129	6526
21621	2551	21586	25	0	10	10	35
21639	380	1303	151	17	20185	62	20336
21656	398	1377	145	14	20134	726	20279
21703	2523	21365	93	0	245	239	338
21714	396	1368	147	51	20199	506	20346
21730	2387	19947	128	0	1655	64	1783
21733	466	1603	138	17	19992	584	20130
21734	487	1674	95	14	19965	41	20060
21735	499	1722	249	18	19764	62	20013
21738	490	1690	208	13	19840	782	20048
21742	492	1697	70	11	19975	1	20045
21755	2561	21636	119	0	0	0	119
21776	725	2441	214	0	19121	2438	19335
21783	462	1591	24	52	20168	1371	20192
21835	2570	21755	47	0	33	33	80
21838	1148	7087	155	0	14596	376	14751
21856	417	1440	84	19	20332	148	20416
21861	2582	21848	11	0	2	2	13
21889	2170	17753	140	0	3996	1313	4136
21916	2396	20039	129	0	1748	287	1877
21923	467	1610	177	34	20136	387	20313
21950	768	2954	155	0	18841	1373	18996
21977	435	1507	137	20	20333	618	20470
21991	2591	21974	2	0	15	15	17
22010	2590	21966	18	0	26	26	44
22017	2465	20732	123	0	1162	842	1285
22031	2015	15810	18	0	6203	141	6221
22039	2352	19624	129	0	2286	369	2415
22047	338	1153	268	15	20626	913	20894
22049	2593	21991	53	0	5	5	58
22056	1778	13751	56	0	8249	55	8305
22093	2219	18213	127	0	3753	103	3880
22147	374	1277	267	24	20603	391	20870
22154	2259	18549	120	0	3485	1981	3605
22171	875	4229	181	0	17761	1726	17942
22186	2564	21671	84	0	431	190	515
22213	450	1562	233	10	20418	252	20651
22223	740	2576	182	0	19465	289	19647
22237	482	1664	95	8	20478	1077	20573
22266	2619	22255	11	0	0	0	11
22268	2457	20676	117	0	1475	512	1592
22276	2581	21840	99	0	337	332	436
22285	2612	22171	114	0	0	0	114
22295	475	1633	178	13	20484	512	20662
22312	2617	22235	46	0	31	31	77
22353	2607	22096	104	0	153	153	257
22380	1364	9190	173	0	13017	76	13190
22386	1099	6523	119	0	15744	190	15863
22403	481	1658	113	24	20632	2358	20745
22411	1654	12450	178	0	9783	447	9961
22414	2626	22369	45	0	0	0	45
22441	1125	6831	117	0	15493	1211	15610
22451	2605	22064	48	0	339	339	387
22461	2603	22054	102	0	305	299	407
22504	726	2446	209	0	19849	423	20058
22511	1454	10194	125	0	12192	357	12317
22552	2637	22496	17	0	39	39	56
22554	1667	12562	140	0	9852	126	9992
22559	2633	22464	87	0	8	8	95
22570	2584	21863	9	0	698	197	707
22602	2545	21549	39	0	1014	140	1053
22603	2509	21169	10	0	1424	51	1434
22610	1687	12821	107	0	9682	756	9789
22617	1982	15544	121	0	6952	2250	7073
22661	854	3931	167	0	18563	1216	18730
22677	2500	21096	69	0	1512	641	1581
22678	465	1602	66	0	21010	78	21076
22679	478	1652	108	12	20919	200	21027
22708	480	1657	164	5	20887	463	21051
22713	2598	22011	34	0	668	668	702
22715	1608	11858	132	0	10725	58	10857
22744	2345	19586	130	0	3028	51	3158
22792	2538	21485	54	0	1253	856	1307
22795	2659	22732	57	0	6	6	63
22821	1521	10798	169	0	11854	669	12023
22831	2663	22798	26	0	7	1	33
22854	1546	11081	142	0	11631	641	11773
22856	2586	21915	65	0	876	197	941
22866	1147	7071	145	0	15650	1688	15795
22884	2666	22836	47	0	1	1	48
22888	2555	21604	32	0	1252	1252	1284
22903	459	1588	149	8	21166	264	21315
22939	2673	22897	41	0	1	1	42
22960	874	4221	195	0	18544	906	18739
22972	2559	21626	115	0	1231	614	1346
22983	2536	21469	89	0	1425	1419	1514
23002	855	3939	217	0	18846	364	19063
23034	449	1559	129	34	21346	1131	21475
23062	932	4751	154	0	18157	128	18311
23097	2206	18102	99	0	4896	266	4995
23109	2684	23006	102	0	1	1	103
23110	809	3353	162	0	19595	970	19757
23173	2249	18463	139	0	4571	476	4710
23177	2238	18370	16	0	4791	1632	4807
23220	1825	14190	151	0	8879	158	9030
23247	1639	12279	141	0	10827	141	10968
23257	2690	23127	95	0	35	35	130
23272	2697	23196	75	0	1	1	76
23279	1969	15471	129	0	7679	495	7808
23338	963	5075	216	0	18047	1181	18263
23364	2652	22658	107	0	599	259	706
23369	2018	15857	148	0	7364	194	7512
23385	2710	23380	4	0	1	1	5
23453	1439	9995	153	0	13305	790	13458
23477	562	682	207	0	22588	74	22795
23481	2411	20212	84	0	3185	3094	3269
23494	2716	23421	49	0	24	24	73
23570	1680	12767	122	0	10681	582	10803
23581	2609	22130	110	0	1341	70	1451
23599	2681	22940	62	0	597	597	659
23603	1522	10799	155	0	12649	547	12804
23643	2725	23517	107	0	19	13	126
23656	498	1716	241	28	21699	156	21940
23664	2658	22725	53	0	886	874	939
23674	1705	13038	121	0	10515	702	10636
23678	1910	14925	117	0	8636	772	8753
23682	2458	20690	30	0	2962	298	2992
23683	2719	23430	94	0	159	153	253
23724	2226	18291	42	0	5391	2964	5433
23730	2413	20239	52	0	3439	80	3491
23742	2738	23708	33	0	1	1	34
23742	2734	23648	70	0	24	18	94
23773	2033	16012	143	0	7618	385	7761
23773	1988	15598	69	0	8106	222	8175
23778	2260	18555	129	0	5094	317	5223
23808	2415	20251	110	0	3447	78	3557
23835	2750	23829	2	0	4	4	6
23879	2359	19660	111	0	4108	249	4219
23893	730	2478	198	0	21217	1277	21415
23925	1613	11934	124	0	11867	1129	11991
23932	2277	18890	9	0	5033	1858	5042
23934	2255	18493	26	0	5415	491	5441
23980	2521	21357	98	0	2525	544	2623
24006	512	149	223	0	23634	157	23857
24024	1211	7667	109	0	16248	4235	16357
24029	2766	24023	5	0	1	1	6
24058	2704	23296	72	0	690	70	762
24061	485	1668	266	18	22127	337	22393
24082	2763	23954	21	0	107	107	128
24083	1317	8810	128	0	15145	2416	15273
24099	2767	24036	50	0	13	7	63
24103	1270	8405	25	0	15673	917	15698
24114	2747	23763	32	0	319	319	351
24118	2535	21463	107	0	2548	1137	2655
24132	1638	12236	138	0	11758	230	11896
24138	1263	8342	90	0	15706	610	15796
24161	2746	23757	41	0	363	357	404
24225	863	4047	153	0	20025	1331	20178
24244	1297	8633	174	0	15437	241	15611
24252	2780	24210	14	0	28	22	42
24300	2779	24153	51	0	96	90	147
24316	2070	16560	117	0	7639	862	7756
24321	2787	24317	3	0	1	1	4
24324	1962	15418	34	0	8872	1077	8906
24337	2552	21595	108	0	2634	308	2742
24349	2237	18370	105	0	5874	273	5979
24391	2557	21616	89	0	2686	146	2775
24402	1737	13326	106	0	10970	176	11076
24404	1624	12041	16	0	12347	2729	12363
24405	1615	11953	9	0	12443	1060	12452
24420	2788	24322	85	0	13	1	98
24435	2199	18066	116	0	6253	938	6369
24449	2773	24099	56	0	294	288	350
24454	2755	23876	105	0	473	474	578
24460	1594	11699	83	0	12678	508	12761
24489	2797	24447	41	0	1	1	42
24500	2333	19515	120	0	4865	125	4985
24518	2804	24486	22	0	10	4	32
24542	2363	19685	117	0	4740	635	4857
24556	2762	23952	103	0	501	210	604
24603	2814	24559	43	0	1	1	44
24611	2372	19811	86	0	4714	212	4800
24629	2810	24547	82	0	0	0	82
24653	682	2066	190	0	22397	427	22587
24657	1905	14873	155	0	9629	402	9784
24661	2821	24656	5	0	0	0	5
24703	2329	19488	98	0	5117	2093	5215
24707	2796	24439	102	0	166	114	268
24719	2823	24660	51	0	8	2	59
24754	2416	20253	109	0	4392	78	4501
24761	2420	20308	116	0	4337	298	4453
24778	2032	16004	109	0	8665	88	8774
24825	2845	24814	6	0	5	5	11
24845	2073	16619	102	0	8124	368	8226
24867	1712	13123	151	0	11593	122	11744
24889	2147	17515	108	0	7266	658	7374
24907	2841	24801	100	0	6	0	106
24912	2778	24144	102	0	666	171	768
24926	2812	24553	101	0	272	272	373
24932	2803	24472	2	0	458	458	460
24936	2853	24872	46	0	18	6	64
24939	515	176	181	0	24582	209	24763
24964	2795	24417	33	0	514	225	547
24968	1655	12459	148	0	12361	329	12509
25001	2808	24503	69	0	429	423	498
25007	2769	24062	39	0	906	348	945
25045	1999	15658	120	0	9267	1430	9387
25052	2866	24983	52	0	17	11	69
25057	2713	23411	86	0	1560	158	1646
25075	2323	19404	128	0	5543	606	5671
25101	2856	24904	29	0	168	162	197
25138	494	1701	107	22	23330	851	23437
25151	1966	15454	128	0	9569	724	9697
25168	2837	24773	69	0	326	59	395
25182	2050	16222	123	0	8837	664	8960
25190	2874	25135	54	0	1	1	55
25196	2873	25101	89	0	6	0	95
25215	2851	24854	77	0	284	284	361
25224	2574	21775	93	0	3356	331	3449
25234	2880	25188	36	0	10	10	46
25251	2849	24846	37	0	368	193	405
25256	2848	24846	5	0	405	405	410
25260	1330	8948	133	0	16179	68	16312
25260	2865	24980	53	0	227	221	280
25285	2426	20352	110	0	4823	96	4933
25299	2879	25174	15	0	110	110	125
25329	2834	24762	74	0	493	136	567
25354	2875	25150	55	0	149	149	204
25367	1509	10726	140	0	14501	308	14641
25385	2890	25274	85	0	26	6	111
25386	2013	15800	129	0	9457	83	9586
25387	610	1161	114	0	24112	674	24226
25403	2895	25305	79	0	19	1	98
25404	2835	24762	70	0	572	162	642
25441	1519	10794	113	0	14534	1176	14647
25443	2870	25068	88	0	287	287	375
25470	2901	25429	40	0	1	1	41
25471	2148	17519	112	0	7840	2855	7952
25472	2861	24969	30	0	473	313	503
25486	1862	14498	116	0	10872	689	10988
25489	2843	24805	45	0	639	319	684
25498	474	1631	266	7	23601	774	23867
25499	1339	9022	88	0	16389	1353	16477
25501	2894	25297	3	0	201	201	204
25517	2854	24878	45	0	594	594	639
25520	2904	25458	55	0	7	1	62
25521	1808	14003	42	0	11476	538	11518
25524	704	2272	46	0	23206	82	23252
25533	2884	25209	62	0	262	34	324
25563	2847	24836	48	0	679	348	727
25565	1876	14651	110	0	10804	2054	10914
25576	2846	24832	21	0	723	224	744
25585	2914	25535	14	0	36	36	50
25589	2839	24778	49	0	762	756	811
25600	2832	24755	24	0	821	821	845
25603	1414	9725	145	0	15733	58	15878
25611	1811	14013	12	0	11586	638	11598
25612	2919	25569	32	0	11	11	43
25613	1832	14288	18	0	11307	565	11325
25615	2313	19236	19	0	6360	329	6379
25617	2768	24050	16	0	1551	82	1567
25623	2827	24688	24	0	911	48	935
25626	1563	11342	28	0	14256	645	14284
25657	2625	22348	97	0	3212	1806	3309
25665	2802	24468	42	0	1155	1155	1197
25697	2918	25565	59	0	73	73	132
25705	2929	25667	29	0	9	3	38
25709	2777	24135	97	0	1477	112	1574
25719	2925	25647	72	0	0	0	72
25730	2434	20426	107	0	5197	308	5304
25737	2793	24399	82	0	1256	71	1338
25755	1504	10681	125	0	14949	764	15074
25762	2913	25529	59	0	174	168	233
25776	972	5128	133	0	20515	67	20648
25788	2923	25597	49	0	142	43	191
25789	2938	25711	72	0	6	0	78
25818	2941	25739	79	0	0	0	79
25819	2452	20622	110	0	5087	70	5197
25830	2934	25686	67	0	77	77	144
25849	2792	24377	72	0	1400	124	1472
25863	1937	15213	125	0	10525	107	10650
25866	1579	11574	163	0	14129	131	14292
25901	2783	24263	47	0	1591	1349	1638
25905	2404	20124	111	0	5670	127	5781
25909	2728	23554	82	0	2273	803	2355
25912	2955	25852	60	0	0	0	60
25918	2958	25876	36	0	6	0	42
25931	2950	25824	11	0	96	56	107
25943	2744	23747	75	0	2121	1200	2196
25944	2940	25725	32	0	187	187	219
25957	2068	16497	6	0	9454	351	9460
25957	648	1496	158	0	24303	282	24461
25972	2741	23731	34	0	2207	78	2241
25973	2902	25442	29	0	502	502	531
25986	2946	25765	56	0	165	58	221
25996	1854	14445	107	0	11444	828	11551
26008	2969	25943	64	0	1	1	65
26012	2942	25742	26	0	244	244	270
26048	2872	25100	70	0	878	620	948
26054	2008	15755	124	0	10175	437	10299
26071	2911	25492	61	0	518	382	579
26073	2964	25895	25	0	153	153	178
26078	2978	26043	35	0	0	0	35
26099	1951	15318	106	0	10675	1129	10781
26115	2962	25889	42	0	184	184	226
26117	2951	25830	3	0	284	117	287
26131	2909	25483	55	0	593	364	648
26144	2889	25266	29	0	849	556	878
26147	2968	25931	8	0	208	208	216
26149	2887	25259	5	0	885	885	890
26161	2983	26095	66	0	0	0	66
26163	1840	14318	123	0	11722	499	11845
26176	2859	24959	27	0	1190	1190	1217
26190	736	2543	135	0	23512	263	23647
26195	2966	25925	42	0	228	222	270
26207	2836	24771	37	0	1399	417	1436
26218	2694	23170	12	0	3036	90	3048
26228	2585	21906	21	0	4301	1258	4322
26241	859	3995	130	0	22116	45	22246
26250	2927	25653	22	0	575	575	597
26277	2761	23944	77	0	2256	1650	2333
26281	1469	10350	139	0	15792	1886	15931
26281	2975	26009	4	0	268	79	272
26315	2995	26258	50	0	7	1	57
26321	1597	11722	141	0	14458	834	14599
26327	2956	25854	48	0	425	123	473
26328	2687	23019	89	0	3220	159	3309
26334	3001	26294	40	0	0	0	40
26338	2991	26204	10	0	124	124	134
26339	3007	26336	2	0	1	1	3
26370	1421	9783	144	0	16443	63	16587
26387	2937	25698	62	0	627	223	689
26402	3008	26338	56	0	8	2	64
26402	2932	25679	72	0	651	111	723
26404	1839	14313	142	0	11949	85	12091
26405	3016	26369	35	0	1	1	36
26430	2989	26192	42	0	196	196	238
26438	2645	22605	55	0	3778	128	3833
26454	1121	6799	137	0	19518	1313	19655
26454	2571	21757	45	0	4652	1130	4697
26458	2567	21686	16	0	4756	1067	4772
26468	2986	26111	32	0	325	319	357
26483	3002	26296	11	0	176	45	187
26494	1960	15391	113	0	10990	236	11103
26500	2365	19742	8	0	6750	948	6758
26532	2550	21574	90	0	4868	212	4958
26533	2530	21424	11	0	5098	272	5109
26537	2891	25274	51	0	1212	309	1263
26546	545	515	124	0	25907	648	26031
26550	2733	23634	92	0	2824	262	2916
26572	2529	21421	65	0	5086	879	5151
26574	3024	26448	2	0	124	124	126
26577	2974	25987	41	0	549	472	590
26586	2961	25883	12	0	691	691	703
26615	3031	26556	38	0	21	21	59
26634	1477	10472	122	0	16040	2032	16162
26637	3028	26539	21	0	77	77	98
26651	1321	8870	121	0	17660	276	17781
26655	2948	25818	69	0	768	768	837
26698	3026	26456	55	0	187	181	242
26722	2912	25527	68	0	1127	923	1195
26724	2754	23874	14	0	2836	113	2850
26724	3023	26438	27	0	259	51	286
26745	1664	12526	116	0	14103	1655	14219
26754	2298	19120	13	0	7621	246	7634
26756	2348	19601	127	0	7028	802	7155
26761	1989	15605	32	0	11124	81	11156
26763	1596	11707	46	0	15010	528	15056
26787	2748	23785	77	0	2925	102	3002
26791	3012	26358	69	0	364	110	433
26793	3041	26708	53	0	32	32	85
26823	2731	23613	46	0	3164	290	3210
26846	1761	13634	103	0	13109	1017	13212
26852	3047	26844	8	0	0	0	8
26853	2229	18298	103	0	8452	66	8555
26853	3013	26363	63	0	427	46	490
26857	1245	8156	21	0	18680	153	18701
26859	561	663	33	0	26163	70	26196
26874	2589	21952	6	0	4916	204	4922
26876	1278	8474	3	0	18399	3607	18402
26881	3049	26854	27	0	0	0	27
26897	2730	23599	76	0	3222	80	3298
26923	3043	26744	70	0	109	109	179
26925	3045	26808	28	0	89	89	117
26926	2119	17250	110	0	9566	276	9676
26956	3058	26932	23	0	1	1	24
26983	2953	25841	73	0	1069	592	1142
26991	3021	26416	62	0	513	507	575
26996	3055	26894	62	0	40	40	102
27010	3061	26956	54	0	0	0	54
27019	2686	23018	90	0	3911	1115	4001
27026	1795	13912	131	0	12983	460	13114
27027	3063	26966	49	0	12	6	61
27047	3029	26554	66	0	427	190	493
27087	3059	26935	60	0	92	92	152
27105	3060	26937	58	0	110	110	168
27112	3070	27075	6	0	31	31	37
27127	3011	26352	41	0	734	140	775
27129	2072	16588	134	0	10407	128	10541
27134	1394	9528	156	0	17450	563	17606
27140	2949	25821	38	0	1281	124	1319
27166	3079	27160	5	0	1	1	6
27190	3004	26322	66	0	802	366	868
27197	3057	26900	7	0	290	290	297
27209	3083	27177	6	0	26	26	32
27215	2340	19558	107	0	7550	897	7657
27222	2871	25086	82	0	2054	296	2136
27252	3027	26513	57	0	682	149	739
27266	2393	19995	62	0	7209	1865	7271
27272	3085	27228	18	0	26	26	44
27277	3037	26658	43	0	576	244	619
27288	3034	26622	44	0	622	226	666
27291	3084	27187	11	0	93	93	104
27330	2977	26023	49	0	1258	467	1307
27333	3092	27286	41	0	6	0	47
27335	2999	26276	38	0	1021	1015	1059
27337	3090	27248	60	0	29	29	89
27343	2399	20063	107	0	7173	585	7280
27349	1707	13053	134	0	14162	158	14296
27378	3056	26894	46	0	438	119	484
27406	2756	23892	85	0	3429	209	3514
27406	3097	27300	71	0	35	35	106
27446	2373	19813	109	0	7524	93	7633
27448	3107	27394	36	0	18	12	54
27465	2829	24737	70	0	2658	137	2728
27467	3018	26378	86	0	1003	166	1089
27483	3109	27406	70	0	7	1	77
27507	3103	27354	39	0	114	114	153
27540	1090	6427	126	0	20987	493	21113
27543	3089	27243	80	0	220	214	300
27553	3112	27466	71	0	16	16	87
27565	1063	6184	121	0	21260	275	21381
27590	3101	27342	77	0	171	165	248
27621	3116	27512	78	0	31	31	109
27626	1150	7119	116	0	20391	1325	20507
27643	2439	20506	88	0	7049	116	7137
27643	3106	27394	23	0	226	86	249
27646	3113	27484	47	0	115	109	162
27684	3119	27594	38	0	52	52	90
27710	1824	14164	89	0	13457	5056	13546
27714	2307	19212	102	0	8400	146	8502
27726	3074	27100	71	0	555	543	626
27758	3124	27692	50	0	16	16	66
27759	3108	27396	75	0	288	288	363
27768	2592	21974	42	0	5752	112	5794
27774	2908	25482	26	0	2266	1022	2292
27784	3095	27292	18	0	474	468	492
27800	711	2344	175	0	25281	919	25456
27804	2244	18404	105	0	9295	1358	9400
27828	2900	25408	51	0	2369	42	2420
27842	3117	27518	14	0	310	158	324
27846	3133	27768	49	0	29	17	78
27875	1161	7243	123	0	20509	2468	20632
27881	2280	18901	119	0	8861	667	8980
27886	3102	27344	40	0	502	46	542
27904	3136	27785	91	0	28	28	119
